品类,月份,库存量
category344,2022-09-01,33
category344,2023-01-01,386
category344,2023-02-01,288
category344,2023-03-01,555
category344,2023-04-01,1351
category344,2023-05-01,2114
category344,2023-06-01,2958
category344,2023-07-01,38
category344,2023-08-01,55
category344,2023-09-01,33
category345,2022-07-01,8
category345,2022-08-01,7
category345,2022-09-01,11
category345,2023-01-01,14
category345,2023-02-01,13
category345,2023-03-01,11
category345,2023-04-01,9
category345,2023-05-01,7
category345,2023-06-01,2
category345,2023-07-01,8
category345,2023-08-01,7
category345,2023-09-01,11
category346,2022-07-01,20
category346,2022-08-01,1844
category346,2022-09-01,1471
category346,2023-01-01,2043
category346,2023-02-01,1921
category346,2023-03-01,1711
category346,2023-04-01,874
category346,2023-05-01,148
category346,2023-06-01,140
category346,2023-07-01,19
category346,2023-08-01,1783
category346,2023-09-01,1420
category347,2022-07-01,3992
category347,2022-08-01,2748
category347,2022-09-01,4427
category347,2023-01-01,3986
category347,2023-02-01,6863
category347,2023-03-01,4160
category347,2023-04-01,5452
category347,2023-05-01,2954
category347,2023-06-01,5033
category347,2023-07-01,3937
category347,2023-08-01,3511
category347,2023-09-01,3955
category348,2022-07-01,57
category348,2022-08-01,57
category348,2022-09-01,29
category348,2023-01-01,12
category348,2023-02-01,11
category348,2023-03-01,11
category348,2023-04-01,11
category348,2023-05-01,8
category348,2023-06-01,7
category348,2023-07-01,39
category348,2023-08-01,38
category348,2023-09-01,20
category349,2022-07-01,1406
category349,2022-08-01,1227
category349,2022-09-01,959
category349,2023-01-01,481
category349,2023-02-01,360
category349,2023-03-01,231
category349,2023-04-01,277
category349,2023-05-01,261
category349,2023-06-01,168
category349,2023-07-01,955
category349,2023-08-01,835
category349,2023-09-01,660
category35,2022-07-01,108748
category35,2022-08-01,101755
category35,2022-09-01,84009
category35,2023-01-01,98321
category35,2023-02-01,82994
category35,2023-03-01,83426
category35,2023-04-01,60194
category35,2023-05-01,52471
category35,2023-06-01,130378
category35,2023-07-01,81547
category35,2023-08-01,80079
category35,2023-09-01,74695
category350,2022-07-01,837
category350,2022-08-01,1613
category350,2022-09-01,308
category350,2023-01-01,1838
category350,2023-02-01,1119
category350,2023-03-01,1107
category350,2023-04-01,842
category350,2023-05-01,566
category350,2023-06-01,1357
category350,2023-07-01,849
category350,2023-08-01,1378
category350,2023-09-01,550
category36,2022-07-01,199
category36,2022-08-01,160
category36,2022-09-01,125
category36,2023-01-01,389
category36,2023-02-01,252
category36,2023-03-01,883
category36,2023-04-01,805
category36,2023-05-01,649
category36,2023-06-01,780
category36,2023-07-01,199
category36,2023-08-01,160
category36,2023-09-01,125
category37,2022-07-01,177
category37,2022-08-01,172
category37,2022-09-01,168
category37,2023-01-01,142
category37,2023-02-01,113
category37,2023-03-01,164
category37,2023-04-01,101
category37,2023-05-01,130
category37,2023-06-01,367
category37,2023-07-01,210
category37,2023-08-01,227
category37,2023-09-01,241
category38,2022-07-01,33119
category38,2022-08-01,30311
category38,2022-09-01,29483
category38,2023-01-01,33987
category38,2023-02-01,39393
category38,2023-03-01,54172
category38,2023-04-01,67477
category38,2023-05-01,68159
category38,2023-06-01,68186
category38,2023-07-01,34158
category38,2023-08-01,31545
category38,2023-09-01,30860
category39,2022-07-01,3021
category39,2022-08-01,3053
category39,2022-09-01,2510
category39,2023-01-01,3883
category39,2023-02-01,3730
category39,2023-03-01,4853
category39,2023-04-01,5447
category39,2023-05-01,4816
category39,2023-06-01,6237
category39,2023-07-01,3461
category39,2023-08-01,3536
category39,2023-09-01,3105
category4,2022-07-01,5326
category4,2022-08-01,5338
category4,2022-09-01,4896
category4,2023-01-01,6597
category4,2023-02-01,6598
category4,2023-03-01,6610
category4,2023-04-01,7381
category4,2023-05-01,6809
category4,2023-06-01,8053
category4,2023-07-01,6582
category4,2023-08-01,6782
category4,2023-09-01,6755
category40,2022-07-01,844069
category40,2022-08-01,603528
category40,2022-09-01,571117
category40,2023-01-01,716685
category40,2023-02-01,739347
category40,2023-03-01,821467
category40,2023-04-01,538270
category40,2023-05-01,458676
category40,2023-06-01,840585
category40,2023-07-01,774129
category40,2023-08-01,701002
category40,2023-09-01,692148
category41,2022-07-01,158
category41,2022-08-01,181
category41,2022-09-01,62
category41,2023-01-01,596
category41,2023-02-01,332
category41,2023-03-01,579
category41,2023-04-01,1607
category41,2023-05-01,1026
category41,2023-06-01,4021
category41,2023-07-01,158
category41,2023-08-01,181
category41,2023-09-01,62
category42,2022-07-01,2306150
category42,2022-08-01,2436194
category42,2022-09-01,2467824
category42,2023-01-01,2354761
category42,2023-02-01,2349618
category42,2023-03-01,2064744
category42,2023-04-01,1763945
category42,2023-05-01,1588575
category42,2023-06-01,1808391
category42,2023-07-01,2010758
category42,2023-08-01,2117419
category42,2023-09-01,2181918
category43,2022-07-01,41906
category43,2022-08-01,30324
category43,2022-09-01,25861
category43,2023-01-01,32778
category43,2023-02-01,24857
category43,2023-03-01,26025
category43,2023-04-01,23536
category43,2023-05-01,22737
category43,2023-06-01,28473
category43,2023-07-01,31429
category43,2023-08-01,29064
category43,2023-09-01,28582
category44,2022-07-01,147808
category44,2022-08-01,148643
category44,2022-09-01,94166
category44,2023-01-01,130768
category44,2023-02-01,220917
category44,2023-03-01,190068
category44,2023-04-01,169019
category44,2023-05-01,155663
category44,2023-06-01,293967
category44,2023-07-01,163901
category44,2023-08-01,166292
category44,2023-09-01,119856
category45,2022-07-01,62427
category45,2022-08-01,62383
category45,2022-09-01,59677
category45,2023-01-01,65606
category45,2023-02-01,59229
category45,2023-03-01,56507
category45,2023-04-01,63232
category45,2023-05-01,56161
category45,2023-06-01,61470
category45,2023-07-01,59965
category45,2023-08-01,60510
category45,2023-09-01,60366
category46,2022-07-01,69853
category46,2022-08-01,65318
category46,2022-09-01,61245
category46,2023-01-01,58723
category46,2023-02-01,55661
category46,2023-03-01,55671
category46,2023-04-01,59684
category46,2023-05-01,57554
category46,2023-06-01,60974
category46,2023-07-01,63243
category46,2023-08-01,63030
category46,2023-09-01,62755
category47,2022-07-01,124545
category47,2022-08-01,118389
category47,2022-09-01,110456
category47,2023-01-01,133409
category47,2023-02-01,129297
category47,2023-03-01,131668
category47,2023-04-01,147840
category47,2023-05-01,133055
category47,2023-06-01,151795
category47,2023-07-01,139382
category47,2023-08-01,139627
category47,2023-09-01,138799
category48,2022-07-01,265257
category48,2022-08-01,257524
category48,2022-09-01,248771
category48,2023-01-01,326039
category48,2023-02-01,252358
category48,2023-03-01,281033
category48,2023-04-01,199995
category48,2023-05-01,144809
category48,2023-06-01,352067
category48,2023-07-01,241913
category48,2023-08-01,248975
category48,2023-09-01,254032
category49,2022-07-01,39962
category49,2022-08-01,30627
category49,2022-09-01,23121
category49,2023-01-01,34449
category49,2023-02-01,33576
category49,2023-03-01,34137
category49,2023-04-01,35807
category49,2023-05-01,44133
category49,2023-06-01,47642
category49,2023-07-01,44333
category49,2023-08-01,39671
category49,2023-09-01,35918
category5,2022-07-01,6565
category5,2022-08-01,6094
category5,2022-09-01,5882
category5,2023-01-01,3951
category5,2023-02-01,3812
category5,2023-03-01,3762
category5,2023-04-01,2226
category5,2023-05-01,28
category5,2023-06-01,20534
category5,2023-07-01,5378
category5,2023-08-01,5282
category5,2023-09-01,5256
category50,2022-07-01,9
category50,2022-08-01,464
category50,2022-09-01,467
category50,2023-01-01,591
category50,2023-02-01,461
category50,2023-03-01,602
category50,2023-04-01,570
category50,2023-05-01,719
category50,2023-06-01,837
category50,2023-07-01,9
category50,2023-08-01,464
category50,2023-09-01,467
category51,2022-07-01,91834
category51,2022-08-01,69388
category51,2022-09-01,45600
category51,2023-01-01,83902
category51,2023-02-01,89265
category51,2023-03-01,69498
category51,2023-04-01,59745
category51,2023-05-01,47026
category51,2023-06-01,52321
category51,2023-07-01,63468
category51,2023-08-01,55048
category51,2023-09-01,46370
category52,2022-07-01,31
category52,2022-08-01,412
category52,2022-09-01,7528
category52,2023-01-01,9402
category52,2023-02-01,8051
category52,2023-03-01,9634
category52,2023-04-01,11398
category52,2023-05-01,9713
category52,2023-06-01,9761
category52,2023-07-01,31
category52,2023-08-01,412
category52,2023-09-01,7528
category53,2022-07-01,9668
category53,2022-08-01,5722
category53,2022-09-01,3694
category53,2023-01-01,14043
category53,2023-02-01,18208
category53,2023-03-01,15280
category53,2023-04-01,16355
category53,2023-05-01,14564
category53,2023-06-01,48933
category53,2023-07-01,9668
category53,2023-08-01,5722
category53,2023-09-01,3694
category54,2022-07-01,56
category54,2022-08-01,57
category54,2022-09-01,58
category54,2023-01-01,402
category54,2023-02-01,82
category54,2023-03-01,276
category54,2023-04-01,111
category54,2023-05-01,15
category54,2023-06-01,9
category54,2023-07-01,56
category54,2023-08-01,57
category54,2023-09-01,58
category55,2022-07-01,75
category55,2022-08-01,182
category55,2022-09-01,187
category55,2023-01-01,416
category55,2023-02-01,408
category55,2023-03-01,490
category55,2023-04-01,539
category55,2023-05-01,320
category55,2023-06-01,373
category55,2023-07-01,75
category55,2023-08-01,182
category55,2023-09-01,187
category56,2022-07-01,73506
category56,2022-08-01,67850
category56,2022-09-01,59876
category56,2023-01-01,110434
category56,2023-02-01,75816
category56,2023-03-01,74805
category56,2023-04-01,70223
category56,2023-05-01,64308
category56,2023-06-01,72023
category56,2023-07-01,69750
category56,2023-08-01,69470
category56,2023-09-01,68390
category57,2022-07-01,1146
category57,2022-08-01,896
category57,2022-09-01,726
category57,2023-01-01,988
category57,2023-02-01,483
category57,2023-03-01,1021
category57,2023-04-01,1306
category57,2023-05-01,1056
category57,2023-06-01,1181
category57,2023-07-01,1227
category57,2023-08-01,1137
category57,2023-09-01,1079
category58,2022-07-01,176840
category58,2022-08-01,124032
category58,2022-09-01,123616
category58,2023-01-01,149218
category58,2023-02-01,164451
category58,2023-03-01,125860
category58,2023-04-01,112246
category58,2023-05-01,109597
category58,2023-06-01,197643
category58,2023-07-01,167696
category58,2023-08-01,152093
category58,2023-09-01,153363
category59,2022-07-01,2439
category59,2022-08-01,1289
category59,2022-09-01,1179
category59,2023-01-01,12544
category59,2023-02-01,11875
category59,2023-03-01,15535
category59,2023-04-01,19498
category59,2023-05-01,14941
category59,2023-06-01,36813
category59,2023-07-01,2439
category59,2023-08-01,1289
category59,2023-09-01,1179
category6,2022-07-01,372
category6,2022-08-01,337
category6,2022-09-01,246
category6,2023-01-01,442
category6,2023-02-01,338
category6,2023-03-01,328
category6,2023-04-01,587
category6,2023-05-01,694
category6,2023-06-01,691
category6,2023-07-01,391
category6,2023-08-01,360
category6,2023-09-01,275
category60,2022-07-01,639427
category60,2022-08-01,521049
category60,2022-09-01,382527
category60,2023-01-01,565141
category60,2023-02-01,530045
category60,2023-03-01,519570
category60,2023-04-01,501323
category60,2023-05-01,548783
category60,2023-06-01,702849
category60,2023-07-01,696207
category60,2023-08-01,654563
category60,2023-09-01,598165
category61,2022-07-01,247068
category61,2022-08-01,226270
category61,2022-09-01,209476
category61,2023-01-01,257595
category61,2023-02-01,189900
category61,2023-03-01,211985
category61,2023-04-01,234350
category61,2023-05-01,259234
category61,2023-06-01,290319
category61,2023-07-01,283783
category61,2023-08-01,286391
category61,2023-09-01,288411
category62,2022-07-01,123762
category62,2022-08-01,84561
category62,2022-09-01,70566
category62,2023-01-01,108843
category62,2023-02-01,90994
category62,2023-03-01,118261
category62,2023-04-01,114267
category62,2023-05-01,134679
category62,2023-06-01,146222
category62,2023-07-01,135342
category62,2023-08-01,113346
category62,2023-09-01,106911
category63,2022-07-01,17572
category63,2022-08-01,129877
category63,2022-09-01,130409
category63,2023-01-01,212031
category63,2023-02-01,199950
category63,2023-03-01,136641
category63,2023-04-01,35593
category63,2023-05-01,28044
category63,2023-06-01,28624
category63,2023-07-01,14295
category63,2023-08-01,85384
category63,2023-09-01,79953
category64,2022-07-01,10308
category64,2022-08-01,13236
category64,2022-09-01,11941
category64,2023-01-01,10880
category64,2023-02-01,8036
category64,2023-03-01,10840
category64,2023-04-01,11527
category64,2023-05-01,9856
category64,2023-06-01,10303
category64,2023-07-01,10508
category64,2023-08-01,11235
category64,2023-09-01,10878
category65,2022-07-01,959127
category65,2022-08-01,679229
category65,2022-09-01,611954
category65,2023-01-01,628789
category65,2023-02-01,585978
category65,2023-03-01,547422
category65,2023-04-01,467717
category65,2023-05-01,556434
category65,2023-06-01,780094
category65,2023-07-01,938452
category65,2023-08-01,885313
category65,2023-09-01,912534
category66,2022-07-01,1423
category66,2022-08-01,1205
category66,2022-09-01,10738
category66,2023-01-01,4719
category66,2023-02-01,5646
category66,2023-03-01,3316
category66,2023-04-01,1150
category66,2023-05-01,928
category66,2023-06-01,797
category66,2023-07-01,1052
category66,2023-08-01,859
category66,2023-09-01,6336
category67,2022-07-01,5163
category67,2022-08-01,4965
category67,2022-09-01,3653
category67,2023-01-01,3485
category67,2023-02-01,3392
category67,2023-03-01,3328
category67,2023-04-01,3260
category67,2023-05-01,3010
category67,2023-06-01,1483
category67,2023-07-01,4271
category67,2023-08-01,3880
category67,2023-09-01,2586
category68,2022-07-01,1873
category68,2022-08-01,1468
category68,2022-09-01,1334
category68,2023-01-01,1662
category68,2023-02-01,939
category68,2023-03-01,1360
category68,2023-04-01,1399
category68,2023-05-01,1308
category68,2023-06-01,1188
category68,2023-07-01,1452
category68,2023-08-01,1328
category68,2023-09-01,1283
category69,2022-07-01,1664
category69,2022-08-01,1424
category69,2022-09-01,1173
category69,2023-01-01,963
category69,2023-02-01,987
category69,2023-03-01,1031
category69,2023-04-01,1211
category69,2023-05-01,1225
category69,2023-06-01,1306
category69,2023-07-01,1446
category69,2023-08-01,1423
category69,2023-09-01,1396
category7,2022-07-01,21
category7,2022-08-01,17
category7,2022-09-01,17
category7,2023-01-01,16
category7,2023-02-01,15
category7,2023-03-01,14
category7,2023-04-01,10
category7,2023-05-01,8
category7,2023-06-01,6
category7,2023-07-01,15
category7,2023-08-01,12
category7,2023-09-01,11
category70,2022-07-01,20737
category70,2022-08-01,21106
category70,2022-09-01,18148
category70,2023-01-01,25709
category70,2023-02-01,28415
category70,2023-03-01,31657
category70,2023-04-01,27488
category70,2023-05-01,22882
category70,2023-06-01,32964
category70,2023-07-01,26049
category70,2023-08-01,26231
category70,2023-09-01,24829
category71,2022-07-01,375
category71,2022-08-01,28090
category71,2022-09-01,37163
category71,2023-01-01,70576
category71,2023-02-01,67486
category71,2023-03-01,46390
category71,2023-04-01,38062
category71,2023-05-01,33293
category71,2023-06-01,51016
category71,2023-07-01,375
category71,2023-08-01,28090
category71,2023-09-01,37163
category72,2022-07-01,140363
category72,2022-08-01,119764
category72,2022-09-01,107509
category72,2023-01-01,88864
category72,2023-02-01,81455
category72,2023-03-01,111815
category72,2023-04-01,105156
category72,2023-05-01,89138
category72,2023-06-01,117986
category72,2023-07-01,119006
category72,2023-08-01,116829
category72,2023-09-01,116176
category73,2022-07-01,79745
category73,2022-08-01,71652
category73,2022-09-01,69031
category73,2023-01-01,63935
category73,2023-02-01,65033
category73,2023-03-01,63129
category73,2023-04-01,75425
category73,2023-05-01,71273
category73,2023-06-01,74595
category73,2023-07-01,73736
category73,2023-08-01,72645
category73,2023-09-01,72804
category74,2022-07-01,10122
category74,2022-08-01,7771
category74,2022-09-01,5817
category74,2023-01-01,8324
category74,2023-02-01,6260
category74,2023-03-01,6940
category74,2023-04-01,9317
category74,2023-05-01,15584
category74,2023-06-01,16644
category74,2023-07-01,10122
category74,2023-08-01,7771
category74,2023-09-01,5817
category75,2022-07-01,7400
category75,2022-08-01,8137
category75,2022-09-01,6087
category75,2023-01-01,6968
category75,2023-02-01,5622
category75,2023-03-01,5759
category75,2023-04-01,8143
category75,2023-05-01,13546
category75,2023-06-01,9667
category75,2023-07-01,8953
category75,2023-08-01,9236
category75,2023-09-01,8401
category76,2022-07-01,6917
category76,2022-08-01,9813
category76,2022-09-01,9201
category76,2023-01-01,9519
category76,2023-02-01,7688
category76,2023-03-01,6235
category76,2023-04-01,5829
category76,2023-05-01,7251
category76,2023-06-01,8727
category76,2023-07-01,8888
category76,2023-08-01,10503
category76,2023-09-01,10821
category77,2022-07-01,141596
category77,2022-08-01,189439
category77,2022-09-01,154353
category77,2023-01-01,203882
category77,2023-02-01,188778
category77,2023-03-01,154237
category77,2023-04-01,165495
category77,2023-05-01,236917
category77,2023-06-01,222482
category77,2023-07-01,190680
category77,2023-08-01,210295
category77,2023-09-01,196367
category78,2022-07-01,21998
category78,2022-08-01,14863
category78,2022-09-01,11941
category78,2023-01-01,11036
category78,2023-02-01,9081
category78,2023-03-01,9086
category78,2023-04-01,10134
category78,2023-05-01,10848
category78,2023-06-01,17926
category78,2023-07-01,21544
category78,2023-08-01,19334
category78,2023-09-01,19552
category79,2022-07-01,34987
category79,2022-08-01,203037
category79,2022-09-01,522950
category79,2023-01-01,49584
category79,2023-02-01,28217
category79,2023-03-01,24738
category79,2023-04-01,25374
category79,2023-05-01,102635
category79,2023-06-01,355053
category79,2023-07-01,34987
category79,2023-08-01,203037
category79,2023-09-01,522950
category8,2022-07-01,46837
category8,2022-08-01,39916
category8,2022-09-01,41850
category8,2023-01-01,46728
category8,2023-02-01,43692
category8,2023-03-01,45420
category8,2023-04-01,43691
category8,2023-05-01,49028
category8,2023-06-01,69979
category8,2023-07-01,50013
category8,2023-08-01,45068
category8,2023-09-01,48233
category80,2022-07-01,76309
category80,2022-08-01,74162
category80,2022-09-01,66330
category80,2023-01-01,76532
category80,2023-02-01,67900
category80,2023-03-01,72757
category80,2023-04-01,79221
category80,2023-05-01,71250
category80,2023-06-01,80878
category80,2023-07-01,79328
category80,2023-08-01,80204
category80,2023-09-01,79240
category81,2022-07-01,2043
category81,2022-08-01,3474
category81,2022-09-01,2107
category81,2023-01-01,1888
category81,2023-02-01,809
category81,2023-03-01,2199
category81,2023-04-01,1444
category81,2023-05-01,3667
category81,2023-06-01,4855
category81,2023-07-01,2043
category81,2023-08-01,3474
category81,2023-09-01,2107
category82,2022-07-01,44
category82,2022-08-01,85
category82,2022-09-01,58
category82,2023-01-01,62
category82,2023-02-01,69
category82,2023-03-01,59
category82,2023-04-01,83
category82,2023-05-01,68
category82,2023-06-01,101
category82,2023-07-01,67
category82,2023-08-01,89
category82,2023-09-01,77
category83,2022-07-01,78
category83,2022-08-01,40
category83,2022-09-01,92
category83,2023-01-01,62
category83,2023-02-01,67
category83,2023-03-01,65
category83,2023-04-01,104
category83,2023-05-01,73
category83,2023-06-01,106
category83,2023-07-01,86
category83,2023-08-01,69
category83,2023-09-01,98
category84,2022-07-01,3689222
category84,2022-08-01,2505403
category84,2022-09-01,2136638
category84,2023-01-01,4421974
category84,2023-02-01,3431261
category84,2023-03-01,2660037
category84,2023-04-01,2090701
category84,2023-05-01,1846707
category84,2023-06-01,2913526
category84,2023-07-01,2502092
category84,2023-08-01,1982429
category84,2023-09-01,1791470
category85,2022-07-01,43797
category85,2022-08-01,42872
category85,2022-09-01,42684
category85,2023-01-01,46817
category85,2023-02-01,46895
category85,2023-03-01,47696
category85,2023-04-01,52745
category85,2023-05-01,50106
category85,2023-06-01,54018
category85,2023-07-01,50733
category85,2023-08-01,51655
category85,2023-09-01,52814
category86,2022-07-01,226325
category86,2022-08-01,239654
category86,2022-09-01,231655
category86,2023-01-01,291205
category86,2023-02-01,279656
category86,2023-03-01,276605
category86,2023-04-01,256274
category86,2023-05-01,287201
category86,2023-06-01,312809
category86,2023-07-01,283133
category86,2023-08-01,294995
category86,2023-09-01,296672
category87,2022-07-01,545547
category87,2022-08-01,511187
category87,2022-09-01,415760
category87,2023-01-01,707225
category87,2023-02-01,539584
category87,2023-03-01,439286
category87,2023-04-01,400140
category87,2023-05-01,416896
category87,2023-06-01,524962
category87,2023-07-01,527681
category87,2023-08-01,524809
category87,2023-09-01,504730
category88,2022-07-01,21742
category88,2022-08-01,29230
category88,2022-09-01,44328
category88,2023-01-01,32050
category88,2023-02-01,31000
category88,2023-03-01,29615
category88,2023-04-01,30177
category88,2023-05-01,27423
category88,2023-06-01,33848
category88,2023-07-01,26840
category88,2023-08-01,29104
category88,2023-09-01,33794
category89,2022-07-01,111647
category89,2022-08-01,128126
category89,2022-09-01,135744
category89,2023-01-01,122916
category89,2023-02-01,100702
category89,2023-03-01,123657
category89,2023-04-01,143386
category89,2023-05-01,159302
category89,2023-06-01,211673
category89,2023-07-01,134788
category89,2023-08-01,155339
category89,2023-09-01,168454
category9,2022-07-01,294
category9,2022-08-01,317
category9,2022-09-01,166
category9,2023-01-01,289
category9,2023-02-01,183
category9,2023-03-01,160
category9,2023-04-01,279
category9,2023-05-01,1110
category9,2023-06-01,1177
category9,2023-07-01,294
category9,2023-08-01,317
category9,2023-09-01,166
category90,2022-07-01,12181
category90,2022-08-01,12431
category90,2022-09-01,11671
category90,2023-01-01,12013
category90,2023-02-01,11913
category90,2023-03-01,11136
category90,2023-04-01,11701
category90,2023-05-01,10664
category90,2023-06-01,10414
category90,2023-07-01,10827
category90,2023-08-01,10609
category90,2023-09-01,10102
category91,2022-07-01,14834
category91,2022-08-01,14671
category91,2022-09-01,14304
category91,2023-01-01,12941
category91,2023-02-01,12806
category91,2023-03-01,12346
category91,2023-04-01,12193
category91,2023-05-01,10240
category91,2023-06-01,6612
category91,2023-07-01,11339
category91,2023-08-01,10224
category91,2023-09-01,8988
category92,2022-07-01,2337
category92,2022-08-01,2054
category92,2022-09-01,3278
category92,2023-01-01,2923
category92,2023-02-01,4103
category92,2023-03-01,2221
category92,2023-04-01,1548
category92,2023-05-01,1905
category92,2023-06-01,3128
category92,2023-07-01,2874
category92,2023-08-01,2857
category92,2023-09-01,3386
category93,2022-07-01,132772
category93,2022-08-01,95276
category93,2022-09-01,80304
category93,2023-01-01,108908
category93,2023-02-01,99211
category93,2023-03-01,89405
category93,2023-04-01,83732
category93,2023-05-01,78269
category93,2023-06-01,90567
category93,2023-07-01,95754
category93,2023-08-01,83229
category93,2023-09-01,77786
category94,2022-07-01,19618
category94,2022-08-01,18966
category94,2022-09-01,18886
category94,2023-01-01,28268
category94,2023-02-01,27952
category94,2023-03-01,27496
category94,2023-04-01,23330
category94,2023-05-01,24999
category94,2023-06-01,31735
category94,2023-07-01,24063
category94,2023-08-01,23770
category94,2023-09-01,23715
category95,2022-07-01,336018
category95,2022-08-01,321081
category95,2022-09-01,277628
category95,2023-01-01,288834
category95,2023-02-01,270819
category95,2023-03-01,279512
category95,2023-04-01,308860
category95,2023-05-01,290498
category95,2023-06-01,312524
category95,2023-07-01,320460
category95,2023-08-01,321773
category95,2023-09-01,315252
category96,2022-07-01,2178
category96,2022-08-01,2168
category96,2022-09-01,1445
category96,2023-01-01,1477
category96,2023-02-01,1392
category96,2023-03-01,1469
category96,2023-04-01,1438
category96,2023-05-01,1309
category96,2023-06-01,444
category96,2023-07-01,1525
category96,2023-08-01,1482
category96,2023-09-01,1109
category97,2022-07-01,100577
category97,2022-08-01,81525
category97,2022-09-01,78034
category97,2023-01-01,135562
category97,2023-02-01,115287
category97,2023-03-01,122596
category97,2023-04-01,90206
category97,2023-05-01,97486
category97,2023-06-01,197663
category97,2023-07-01,116596
category97,2023-08-01,110526
category97,2023-09-01,112389
category98,2022-07-01,3868
category98,2022-08-01,4079
category98,2022-09-01,2920
category98,2023-01-01,3967
category98,2023-02-01,3948
category98,2023-03-01,3986
category98,2023-04-01,4096
category98,2023-05-01,4573
category98,2023-06-01,5785
category98,2023-07-01,4403
category98,2023-08-01,4768
category98,2023-09-01,4012
category99,2022-07-01,2682
category99,2022-08-01,2424
category99,2022-09-01,3604
category99,2023-01-01,1974
category99,2023-02-01,2133
category99,2023-03-01,1789
category99,2023-04-01,2223
category99,2023-05-01,2081
category99,2023-06-01,2266
category99,2023-07-01,2358
category99,2023-08-01,2291
category99,2023-09-01,2659
